Species ID,Species Label,Active Taxa,Source Count,Group,Proteome Strategy,Protein Strategy,Proteome ID,Proteome Label,Proteome IRI,Reviewed Proteins,Unreviewed Proteins,Total Proteins,Errors
35725,Macrophomina phaseolina,1126212,1,other-eukaryote,uniprot-reference,strong-blast-match,1126212,Macrophomina phaseolina MS6,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A1126212,0,13801,13801,
35788,Rickettsia africae,35788,1,bacterium,uniprot-complete,strong-blast-match,347255,Rickettsia africae ESF-5,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A347255,214,827,1041,
35791,Rickettsia massiliae,35791; 416276,3,bacterium,uniprot-complete,strong-blast-match,416276,Rickettsia massiliae MTU5,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A416276,156,813,969,
35793,Rickettsia sibirica,35793; 272951,35,bacterium,uniprot-complete,strong-blast-match,272951,Rickettsia sibirica 246,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A272951,0,1226,1226,
35795,Ehrlichia muris,35795,3,bacterium,uniprot-complete,strong-blast-match,1423892,Ehrlichia muris AS145,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1423892,0,894,894,
35797,Nitrococcus mobilis,35797,1,bacterium,metaproteome,strong-blast-match,35797,Nitrococcus mobilis,http://iedb.org/metaproteome/35797,0,3484,3484,
36427,Rotavirus C,10915; 10917; 10919; 36433,4,small-virus,uniprot-reference,weak-blast-match,31567,Human rotavirus (group C / strain Bristol),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A31567,11,0,11,
36596,Prunus armeniaca (apricot),36596,1,other-eukaryote,iuis,strong-blast-match,36596,Prunus armeniaca (apricot),http://iedb.org/IUISProteome_36596,2,0,2,
36809,Mycobacterium abscessus,1198627; 36809,124,bacterium,metaproteome,strong-blast-match,36809,Mycobacterium abscessus,http://iedb.org/metaproteome/36809,230,4710,4940,
36855,Brucella canis (Brucella melitensis bv. Canis),483179,9,bacterium,uniprot-complete,strong-blast-match,483179,Brucella canis ATCC 23365,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A483179,364,2874,3238,
36873,Paraburkholderia xenovorans,266265,2,bacterium,metaproteome,strong-blast-match,36873,Paraburkholderia xenovorans,http://iedb.org/metaproteome/36873,439,8152,8591,
36936,Lepidoglyphus destructor,36936,3,other-eukaryote,iuis,strong-blast-match,36936,Lepidoglyphus destructor,http://iedb.org/IUISProteome_36936,5,0,5,
37124,Chikungunya virus,37124; 371094,18,small-virus,uniprot-reference,weak-blast-match,371094,Chikungunya virus strain S27-African prototype,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A371094,2,0,2,
37128,Potato mop-top virus,37128,1,small-virus,uniprot-reference,weak-blast-match,652839,Potato mop-top virus Sw,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A652839,7,0,7,
37133,Tula virus,37133,4,small-virus,genbank,weak-blast-match,37133,Tula virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid37133[Organism:noexp],0,4,4,
37207,Rio Segundo virus,37207,1,small-virus,uniprot-misc,weak-blast-match,37207,Rio Segundo virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A37207,0,1,1,
37296,Human herpesvirus 8,37296,38,large-virus,uniprot-reference,name-match,868565,Human herpesvirus 8 strain GK18,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A868565,85,0,85,
37326,Nocardia brasiliensis (Nocardia brasilensis),37326,1,bacterium,metaproteome,strong-blast-match,37326,Nocardia brasiliensis (Nocardia brasilensis),http://iedb.org/metaproteome/37326,0,8414,8414,
37333,Nocardia transvalensis (Nocardia transvaalensis),37333,1,bacterium,uniprot-misc,strong-blast-match,37333,Nocardia transvalensis (Nocardia transvaalensis),http://www.uniprot.org/uniprot/?query=taxonomy%3A37333,0,26,26,
37347,Tupaia belangeri (common tree shrew),37347,1,vertebrate,genbank,bcell-classifier,37347,Tupaia belangeri (common tree shrew),http://www.ncbi.nlm.nih.gov/genome/?term=txid37347[Organism:noexp],0,13,13,
37682,Aegilops tauschii,37682,6,other-eukaryote,genbank,strong-blast-match,37682,Aegilops tauschii,http://www.ncbi.nlm.nih.gov/genome/?term=txid37682[Organism:noexp],0,29634,29634,
37705,Sin Nombre virus,31621; 32614; 37705,15,small-virus,genbank,weak-blast-match,37705,Sin Nombre virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid37705[Organism:noexp],0,4,4,
37962,Bayou virus,37962,1,small-virus,uniprot-misc,weak-blast-match,37962,Bayou virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A37962,0,8,8,
38020,marmosets,38020,1,vertebrate,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
38033,Chaetomium globosum,306901,1,other-eukaryote,uniprot-reference,strong-blast-match,306901,Chaetomium globosum CBS 148.51,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A306901,221,10820,11041,
38170,Avian orthoreovirus,77153; 38170; 38171,5,small-virus,genbank,weak-blast-match,38170,Avian orthoreovirus,http://www.ncbi.nlm.nih.gov/genome/?term=txid38170[Organism:noexp],0,10,10,
38289,Corynebacterium jeikeium,306537,1,bacterium,metaproteome,strong-blast-match,38289,Corynebacterium jeikeium,http://iedb.org/metaproteome/38289,275,1789,2064,
38323,Bartonella henselae,283166,2,bacterium,uniprot-complete,strong-blast-match,38323,Bartonella henselae,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A38323,0,2596,2596,
38767,Duvenhage virus,38767,4,small-virus,genbank,weak-blast-match,38767,Duvenhage virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid38767[Organism:noexp],0,5,5,
38873,Fraxinus excelsior (European ash),38873,2,other-eukaryote,iuis,strong-blast-match,38873,Fraxinus excelsior (European ash),http://iedb.org/IUISProteome_38873,0,1,1,
39113,Hepatitis GB virus B,39113,1,small-virus,genbank,weak-blast-match,39113,Hepatitis GB virus B,http://www.ncbi.nlm.nih.gov/genome/?term=txid39113[Organism:noexp],0,1,1,
39152,Methanococcus maripaludis,39152,1,archeobacterium,metaproteome,strong-blast-match,39152,Methanococcus maripaludis,http://iedb.org/metaproteome/39152,360,1362,1722,
39414,Plantago lanceolata (ribgrass),39414,3,other-eukaryote,iuis,strong-blast-match,39414,Plantago lanceolata (ribgrass),http://iedb.org/IUISProteome_39414,1,0,1,
39584,Juniperus virginiana (red cedar),39584,1,other-eukaryote,iuis,strong-blast-match,39584,Juniperus virginiana (red cedar),http://iedb.org/IUISProteome_39584,2,0,2,
40050,African horse sickness virus,36421; 40050; 117204,6,small-virus,genbank,weak-blast-match,40050,African horse sickness virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid40050[Organism:noexp],0,11,11,
40051,Bluetongue virus,35328; 35329; 35330; 35331; 45029; 40051; 197780; 10900; 33717; 94966; 33718; 10903; 94967; 10904; 10906; 35327,42,small-virus,uniprot-reference,weak-blast-match,10900,Bluetongue virus (serotype 10 / American isolate),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A10900,11,0,11,
40054,Epizootic hemorrhagic disease virus,40054,1,small-virus,genbank,weak-blast-match,449133,Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey),http://www.ncbi.nlm.nih.gov/genome/?term=txid449133[Organism:noexp],0,11,11,
40214,Acinetobacter johnsonii,40214,2,bacterium,uniprot-complete,strong-blast-match,1242245,Acinetobacter johnsonii XBB1,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1242245,0,3597,3597,
40697,Blomia tropicalis,40697,3,other-eukaryote,iuis,strong-blast-match,40697,Blomia tropicalis,http://iedb.org/IUISProteome_40697,4,5,9,
40834,Borrelia duttonii,40834,1,bacterium,metaproteome,strong-blast-match,40834,Borrelia duttonii,http://iedb.org/metaproteome/40834,0,1995,1995,
42068,Pneumocystis jirovecii,42068,1,other-eukaryote,uniprot-reference,strong-blast-match,1209962,Pneumocystis jirovecii SE8,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A1209962,0,3419,3419,
42097,Isla Vista virus,42097,2,small-virus,uniprot-misc,weak-blast-match,42097,Isla Vista virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A42097,0,10,10,
42229,Prunus avium (gean),42229,3,other-eukaryote,iuis,strong-blast-match,42229,Prunus avium (gean),http://iedb.org/IUISProteome_42229,4,0,4,
42345,Phoenix dactylifera (date palm),42345,1,other-eukaryote,iuis,strong-blast-match,42345,Phoenix dactylifera (date palm),http://iedb.org/IUISProteome_42345,0,1,1,
42358,Hantavirus Monongahela-3,42358,2,small-virus,uniprot-misc,weak-blast-match,42358,Hantavirus Monongahela-3,http://www.uniprot.org/uniprot/?query=taxonomy%3A42358,0,5,5,
42764,Oliveros mammarenavirus,42764,2,small-virus,uniprot-complete,weak-blast-match,42764,Oliveros mammarenavirus,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A42764,4,0,4,
42862,Rickettsia felis,315456; 42862,8,bacterium,uniprot-complete,strong-blast-match,1359196,Rickettsia felis str. Pedreira,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1359196,0,1619,1619,
42894,Khabarovsk virus,74537; 42894,3,small-virus,uniprot-misc,weak-blast-match,42894,Khabarovsk virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A42894,0,17,17,
43141,Watermelon silver mottle virus,43141,1,small-virus,genbank,weak-blast-match,43141,Watermelon silver mottle virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid43141[Organism:noexp],0,5,5,
43765,Corynebacterium amycolatum,43765,1,bacterium,uniprot-complete,strong-blast-match,553204,Corynebacterium amycolatum SK46,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A553204,0,2103,2103,
43767,Rhodococcus equi,43767,8,bacterium,metaproteome,strong-blast-match,43767,Rhodococcus equi,http://iedb.org/metaproteome/43767,0,5032,5032,
44001,Caldicellulosiruptor saccharolyticus,351627,1,bacterium,metaproteome,strong-blast-match,44001,Caldicellulosiruptor saccharolyticus,http://iedb.org/metaproteome/44001,251,2378,2629,
44026,Sepik virus,44026,1,small-virus,genbank,weak-blast-match,44026,Sepik virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid44026[Organism:noexp],0,1,1,
44088,Canarypox virus,44088,9,large-virus,genbank,name-match,44088,Canarypox virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid44088[Organism:noexp],0,328,328,
44271,Leishmania chagasi,44271,3,other-eukaryote,uniprot-misc,strong-blast-match,44271,Leishmania chagasi,http://www.uniprot.org/uniprot/?query=taxonomy%3A44271,7,54,61,
44689,Dictyostelium discoideum,44689,1,other-eukaryote,uniprot-reference,strong-blast-match,44689,Dictyostelium discoideum,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A44689,4122,8624,12746,
44755,New York virus,44755,1,small-virus,uniprot-misc,weak-blast-match,44755,New York virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A44755,1,1,2,
45218,Amapari mammarenavirus,45218,2,small-virus,genbank,weak-blast-match,45218,Amapari mammarenavirus,http://www.ncbi.nlm.nih.gov/genome/?term=txid45218[Organism:noexp],0,4,4,
45219,Guanarito mammarenavirus,45219,22,small-virus,uniprot-complete,weak-blast-match,45219,Guanarito mammarenavirus,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A45219,4,0,4,
45222,Parana mammarenavirus,45222,1,small-virus,uniprot-complete,weak-blast-match,45222,Parana mammarenavirus,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A45222,4,0,4,
45455,Macacine herpesvirus 4 (Rhesus lymphocryptovirus),45455,2,large-virus,genbank,name-match,45455,Macacine herpesvirus 4 (Rhesus lymphocryptovirus),http://www.ncbi.nlm.nih.gov/genome/?term=txid45455[Organism:noexp],0,80,80,
45617,Human endogenous retrovirus K,45617; 64382,8,small-virus,genbank,weak-blast-match,166122,Human endogenous retrovirus K113,http://www.ncbi.nlm.nih.gov/genome/?term=txid166122[Organism:noexp],0,1,1,
45709,Sabia mammarenavirus,45709,14,small-virus,uniprot-complete,weak-blast-match,45709,Sabia mammarenavirus,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A45709,4,0,4,
46221,Porcine circovirus,46221,5,large-virus,uniprot-misc,name-match,46221,Porcine circovirus,http://www.uniprot.org/uniprot/?query=taxonomy%3A46221,0,66,66,
46457,Cycloclasticus oligotrophus,46457,1,bacterium,uniprot-misc,strong-blast-match,46457,Cycloclasticus oligotrophus,http://www.uniprot.org/uniprot/?query=taxonomy%3A46457,0,6,6,
46607,Andes virus,69248; 238817; 367400; 46607; 69245; 69246; 69247,41,small-virus,genbank,weak-blast-match,46607,Andes virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid46607[Organism:noexp],0,4,4,
46681,Entamoeba dispar,370354,21,other-eukaryote,uniprot-complete,strong-blast-match,370354,Entamoeba dispar SAW760,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A370354,7,8599,8606,
46771,Simian virus 12,46771,1,small-virus,genbank,weak-blast-match,46771,Simian virus 12,http://www.ncbi.nlm.nih.gov/genome/?term=txid46771[Organism:noexp],0,6,6,
46835,Fasciola gigantica,46835,3,other-eukaryote,uniprot-misc,strong-blast-match,46835,Fasciola gigantica,http://www.uniprot.org/uniprot/?query=taxonomy%3A46835,1,163,164,
46919,Whitewater Arroyo mammarenavirus,46919,9,small-virus,uniprot-complete,weak-blast-match,46919,Whitewater Arroyo mammarenavirus,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A46919,4,0,4,
46920,Rio Mamore virus,46920; 379963,5,large-virus,uniprot-misc,name-match,46920,Rio Mamore virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A46920,0,24,24,
47000,Equine rhinitis A virus,47000,4,small-virus,genbank,weak-blast-match,47000,Equine rhinitis A virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid47000[Organism:noexp],0,2,2,
47929,Macacine herpesvirus 3 (Rhesus cytomegalovirus),47929; 103930,6,large-virus,genbank,name-match,47929,Macacine herpesvirus 3 (Rhesus cytomegalovirus),http://www.ncbi.nlm.nih.gov/genome/?term=txid47929[Organism:noexp],0,223,223,
48483,Reclinomonas americana,48483,1,other-eukaryote,uniprot-misc,strong-blast-match,48483,Reclinomonas americana,http://www.uniprot.org/uniprot/?query=taxonomy%3A48483,27,260,287,
49011,Hesperocyparis arizonica,49011,3,other-eukaryote,uniprot-misc,strong-blast-match,49011,Hesperocyparis arizonica,http://www.uniprot.org/uniprot/?query=taxonomy%3A49011,1,32,33,
49318,Secale cereale x Triticum aestivum (octaploid triticale),49318,1,other-eukaryote,uniprot-misc,strong-blast-match,49318,Secale cereale x Triticum aestivum (octaploid triticale),http://www.uniprot.org/uniprot/?query=taxonomy%3A49318,0,46,46,
49338,Desulfitobacterium hafniense,272564,2,bacterium,metaproteome,strong-blast-match,49338,Desulfitobacterium hafniense,http://iedb.org/metaproteome/49338,314,4700,5014,
50292,Cercopithecine herpesvirus 5,50292,1,large-virus,genbank,name-match,1667587,Papio ursinus cytomegalovirus,http://www.ncbi.nlm.nih.gov/genome/?term=txid1667587[Organism:noexp],0,261,261,
50411,Dasyatis americana (southern stingray),50411,1,vertebrate,uniprot-misc,bcell-classifier,50411,Dasyatis americana (southern stingray),http://www.uniprot.org/uniprot/?query=taxonomy%3A50411,1,6,7,
51022,Ancylostoma duodenale,51022,1,other-eukaryote,uniprot-reference,strong-blast-match,51022,Ancylostoma duodenale,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A51022,0,27403,27403,
51031,Necator americanus,51031,3,other-eukaryote,uniprot-reference,strong-blast-match,51031,Necator americanus,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A51031,0,19125,19125,
51240,Juglans regia (English walnut),51240,4,other-eukaryote,iuis,strong-blast-match,51240,Juglans regia (English walnut),http://iedb.org/IUISProteome_51240,0,3,3,
51313,Helicoverpa armigera nucleopolyhedrovirus,148363,1,large-virus,genbank,name-match,51313,Helicoverpa armigera nucleopolyhedrovirus,http://www.ncbi.nlm.nih.gov/genome/?term=txid51313[Organism:noexp],0,415,415,
53179,Porcine rubulavirus,53179,1,small-virus,genbank,weak-blast-match,53179,Porcine rubulavirus,http://www.ncbi.nlm.nih.gov/genome/?term=txid53179[Organism:noexp],0,9,9,
53326,Ancylostoma ceylanicum,53326,2,other-eukaryote,uniprot-reference,strong-blast-match,53326,Ancylostoma ceylanicum,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A53326,0,15856,15856,
53432,Nocardia uniformis,96045,1,bacterium,uniprot-misc,strong-blast-match,53432,Nocardia uniformis,http://www.uniprot.org/uniprot/?query=taxonomy%3A53432,0,22,22,
54315,Bovine viral diarrhea virus 2 (BVDV-2),54315,1,small-virus,genbank,weak-blast-match,54315,Bovine viral diarrhea virus 2 (BVDV-2),http://www.ncbi.nlm.nih.gov/genome/?term=txid54315[Organism:noexp],0,1,1,
54390,Micrurus corallinus (painted coral snake),54390,8,vertebrate,uniprot-misc,bcell-classifier,54390,Micrurus corallinus (painted coral snake),http://www.uniprot.org/uniprot/?query=taxonomy%3A54390,10,9,19,
55097,Mobala mammarenavirus,55097,1,small-virus,genbank,weak-blast-match,55097,Mobala mammarenavirus,http://www.ncbi.nlm.nih.gov/genome/?term=txid55097[Organism:noexp],0,4,4,
55194,Malassezia furfur (Pityriasis (Tinea) versicolor infection agent),55194,3,other-eukaryote,iuis,strong-blast-match,55194,Malassezia furfur (Pityriasis (Tinea) versicolor infection agent),http://iedb.org/IUISProteome_55194,2,1,3,
55429,Megathura crenulata,55429,3,other-eukaryote,uniprot-misc,strong-blast-match,55429,Megathura crenulata,http://www.uniprot.org/uniprot/?query=taxonomy%3A55429,3,7,10,
55518,Magnetospirillum gryphiswaldense,431944,1,bacterium,metaproteome,strong-blast-match,55518,Magnetospirillum gryphiswaldense,http://iedb.org/metaproteome/55518,0,4154,4154,
55521,Rapana venosa (veined rapa whelk),55521,1,other-eukaryote,uniprot-misc,strong-blast-match,55521,Rapana venosa (veined rapa whelk),http://www.uniprot.org/uniprot/?query=taxonomy%3A55521,2,48,50,
55601,Vibrio anguillarum,55601,1,bacterium,metaproteome,strong-blast-match,55601,Vibrio anguillarum,http://iedb.org/metaproteome/55601,13,3709,3722,
55951,Grapevine leafroll-associated virus 3,55951,1,small-virus,uniprot-reference,weak-blast-match,651354,Grapevine leafroll-associated virus 3 isolate NY1,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A651354,13,0,13,
56636,Aeropyrum pernix,272557; 56636,3,archeobacterium,metaproteome,strong-blast-match,56636,Aeropyrum pernix,http://iedb.org/metaproteome/56636,367,1333,1700,
57068,Acanthisitta chloris (rifleman),57068,1,vertebrate,uniprot-reference,bcell-classifier,57068,Acanthisitta chloris (rifleman),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A57068,0,9650,9650,
57282,Human endogenous retrovirus H,129526,1,virus,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
57372,Mycoplasma suis,57372,1,bacterium,metaproteome,strong-blast-match,57372,Mycoplasma suis,http://iedb.org/metaproteome/57372,0,844,844,
