Species Key	Species ID	Species Label	Active Taxa	Group
2747316-Guertu-bandavirus-Guertu-banyangvirus	2747316	Guertu bandavirus (Guertu banyangvirus)	1763596, 10002683	virus
2748958-Dabie-bandavirus	2748958	Dabie bandavirus	1003835	virus
2770637-Aestuariibaculum-sediminum	2770637	Aestuariibaculum sediminum	2770637	bacterium
2843841-Betatristromavirus-TTV1	2843841	Betatristromavirus TTV1	10479	virus
2846071-Rubivirus-rubellae	2846071	Rubivirus rubellae	11041, 11045, 11043, 11044	virus
2846271-Peeveelvirus-PVL-Staphylococcus-virus-PVL	2846271	Peeveelvirus PVL (Staphylococcus virus PVL)	71366	virus
2846472-Torque-teno-canid-virus-1	2846472	Torque teno canid virus 1	687385	virus
2846480-Torque-teno-felid-virus-1	2846480	Torque teno felid virus 1	687384	virus
2851130-Dermatophagoides-pteronyssinus-virus-3	2851130	Dermatophagoides pteronyssinus virus 3	2851130	virus
2900548-Actinomycetota-bacterium-Actinobacteria-bacterium	2900548	Actinomycetota bacterium (Actinobacteria bacterium)	2900548	bacterium
2951618-Lyssavirus-hamburg	2951618	Lyssavirus hamburg	57482	virus
2951978-Betanucleorhabdovirus-retesonchi	2951978	Betanucleorhabdovirus retesonchi	11307	virus
2978683-Burkholderia-orbicola	2978683	Burkholderia orbicola	2978683	bacterium
3042615-Paraglaciecola-sp-T6c-Paraglaciecola-atlantica-T6c	3042615	Paraglaciecola sp. T6c (Paraglaciecola atlantica T6c)	3042615	bacterium
3046277-Orthoflavivirus-flavi	3046277	Orthoflavivirus flavi	31641, 11089, 10002285, 617102, 407134, 11090, 407141	virus
3047383-Alphabaculovirus-aucalifonicae	3047383	Alphabaculovirus aucalifonicae	46015	virus
3047386-Badnavirus-alphavirgamusae	3047386	Badnavirus alphavirgamusae	328670	virus
3047387-Badnavirus-betavirgamusae	3047387	Badnavirus betavirgamusae	1016853	virus
3047388-Badnavirus-gammavirgamusae	3047388	Badnavirus gammavirgamusae	1476909	virus
3047389-Badnavirus-deltavirgamusae	3047389	Badnavirus deltavirgamusae	328671	virus
3047677-Comovirus-siliquae	3047677	Comovirus siliquae	31715, 12260	virus
3047688-Nepovirus-ribis	3047688	Nepovirus ribis	65743	virus
3047695-Alphabaculovirus-bomori	3047695	Alphabaculovirus bomori	271108	virus
3047725-Orthoflavivirus-careyense	3047725	Orthoflavivirus careyense	64289	virus
3047743-Gyrovirus-chickenanemia	3047743	Gyrovirus chickenanemia	12618	virus
3047771-Comovirus-vignae	3047771	Comovirus vignae	12264	virus
3047852-Nepovirus-foliumflabelli	3047852	Nepovirus foliumflabelli	12274	virus
3048148-Metapneumovirus-hominis	3048148	Metapneumovirus hominis	10002120, 10002652, 10001235, 10001894, 162145	virus
3048151-Avibirnavirus-gumboroense	3048151	Avibirnavirus gumboroense	10995, 10997, 10996, 31560, 10002707	virus
3048153-Aquabirnavirus-salmonidae	3048153	Aquabirnavirus salmonidae	11002	virus
3048158-Orthoflavivirus-japonicum	3048158	Orthoflavivirus japonicum	11076, 10000445, 10000444, 11073, 10001648, 11075, 10001335, 11072, 10002888	virus
3048175-Orthoflavivirus-langatense	3048175	Orthoflavivirus langatense	11085	virus
3048184-Orthoflavivirus-loupingi	3048184	Orthoflavivirus loupingi	36386, 11086	virus
3048215-Orthoflavivirus-murrayense	3048215	Orthoflavivirus murrayense	11079, 301478	virus
3048269-Tymovirus-physalis	3048269	Tymovirus physalis	72539	virus
3048278-Circovirus-porcine1	3048278	Circovirus porcine1	133704, 10001964	virus
3048279-Circovirus-porcine2	3048279	Circovirus porcine2	86385, 85708, 85709, 10001881	virus
3048280-Circovirus-porcine3	3048280	Circovirus porcine3	1868221	virus
3048287-Orthoflavivirus-powassanense	3048287	Orthoflavivirus powassanense	11083	virus
3048308-Orthoflavivirus-saboyaense	3048308	Orthoflavivirus saboyaense	64284	virus
3048316-Orthoflavivirus-sepikense	3048316	Orthoflavivirus sepikense	44026	virus
3048338-Alphabaculovirus-spliturae	3048338	Alphabaculovirus spliturae	46242	virus
3048360-Orthoflavivirus-tembusu	3048360	Orthoflavivirus tembusu	1002900, 64293, 1399582	virus
3048379-Zetatorquevirus-aotid1	3048379	Zetatorquevirus aotid1	687383	virus
3048395-Betatorquevirus-homini1	3048395	Betatorquevirus homini1	687369	virus
3048401-Betatorquevirus-homini3	3048401	Betatorquevirus homini3	687371	virus
3048405-Betatorquevirus-homini7	3048405	Betatorquevirus homini7	687375	virus
3048406-Betatorquevirus-homini8	3048406	Betatorquevirus homini8	687376	virus
3048408-Iotatorquevirus-suida1a	3048408	Iotatorquevirus suida1a	687386, 1225860	virus
3048411-Epsilontorquevirus-calli1	3048411	Epsilontorquevirus calli1	687382	virus
3048413-Alphatorquevirus-homin1	3048413	Alphatorquevirus homin1	687340	virus
3048416-Alphatorquevirus-homin14	3048416	Alphatorquevirus homin14	687353	virus
3048417-Alphatorquevirus-homin15	3048417	Alphatorquevirus homin15	687354	virus
3048420-Alphatorquevirus-homin19	3048420	Alphatorquevirus homin19	687358	virus
3048421-Alphatorquevirus-homin2	3048421	Alphatorquevirus homin2	687341	virus
3048422-Alphatorquevirus-homin20	3048422	Alphatorquevirus homin20	687359	virus
3048423-Alphatorquevirus-homin21	3048423	Alphatorquevirus homin21	687360	virus
3048424-Alphatorquevirus-homin24	3048424	Alphatorquevirus homin24	687363	virus
3048425-Alphatorquevirus-cerco7	3048425	Alphatorquevirus cerco7	687364	virus
3048426-Alphatorquevirus-cerco6	3048426	Alphatorquevirus cerco6	687365	virus
3048427-Alphatorquevirus-homin29	3048427	Alphatorquevirus homin29	687368	virus
3048428-Alphatorquevirus-homin3	3048428	Alphatorquevirus homin3	687342	virus
3048429-Alphatorquevirus-homin4	3048429	Alphatorquevirus homin4	687343	virus
3048431-Alphatorquevirus-homin6	3048431	Alphatorquevirus homin6	687345	virus
3048432-Alphatorquevirus-homin7	3048432	Alphatorquevirus homin7	687346	virus
3048448-Orthoflavivirus-nilense	3048448	Orthoflavivirus nilense	11082, 10000447, 307044, 10001649, 11078, 11077, 10000971, 449278, 10001879, 10002308, 10001047, 406269	virus
3048459-Orthoflavivirus-zikaense	3048459	Orthoflavivirus zikaense	10002301, 10002190, 10002317, 10002183, 10002858, 10002180, 64320, 2043570, 10002181, 2316109, 10002188	virus
3049953-Respirovirus-pneumoniae	3049953	Respirovirus pneumoniae	11217, 11216	virus
3049954-Orthopneumovirus-hominis	3049954	Orthopneumovirus hominis	10001456, 11252, 79692, 208895, 11259, 11253, 11260, 11255, 10000960, 253182, 410078, 11250, 11256, 208893, 11251	virus
3050243-Varicellovirus-bovinealpha1	3050243	Varicellovirus bovinealpha1	10323, 10324, 10320, 10000404, 79889	virus
3050245-Varicellovirus-bovinealpha5	3050245	Varicellovirus bovinealpha5	263683	virus
3050248-Orthopneumovirus-bovis	3050248	Orthopneumovirus bovis	11246, 11249, 82823, 12814, 82824, 31611	virus
3050251-Varicellovirus-canidalpha1	3050251	Varicellovirus canidalpha1	170325	virus
3050254-Quwivirus-caviidbeta2	3050254	Quwivirus caviidbeta2	103920, 33706	virus
3050256-Simplexvirus-cercopithecinealpha2	3050256	Simplexvirus cercopithecinealpha2	10317	virus
3050258-Cytomegalovirus-cercopithecinebeta5	3050258	Cytomegalovirus cercopithecinebeta5	50292	virus
10002316-SARS-CoV1	10002316	SARS-CoV1	228330, 10002316, 10002455, 2708335, 227984, 344702, 228407, 229992, 627442, 633137, 228415, 694009	virus
10002383-Other-SARS	10002383	Other SARS	1415851, 284672, 2709072, 1508227, 1415852	virus
